"all _ image _ url","Occurrence status assumed to be present","Basis of record badly formed","Coordinate precision not valid","Coordinates dont match supplied country","Country inferred from coordinates","Data are generalised","Coordinates converted to WGS84","First of the month","First of the year","Geodetic datum assumed WGS84","Identification date before occurrence date","Incomplete collection date","Invalid collection date","Collector name unparseable","Unrecognized geodetic datum"
"","true","false","false","false","true","false","false","false","false","true","false","false","false","false","false"
"","true","false","false","false","true","false","false","false","false","true","false","false","false","false","false"
"9f7cf811-df50-4290-999a-9a827706d188","true","false","false","false","true","false","false","false","false","true","false","false","false","false","false"
"0fd3c552-a105-4c8e-98a8-430dfe59cdeb","false","false","false","false","true","false","false","false","false","false","false","false","false","false","false"
"","true","false","false","false","true","false","false","false","false","true","false","false","false","false","false"
"4a710916-1745-4ce8-97fc-69e543000b8d","false","false","false","false","true","false","false","false","false","false","false","false","false","false","false"
"","true","false","false","false","true","false","false","false","false","true","false","false","false","false","false"
"","true","false","false","false","true","false","false","false","false","true","false","false","false","false","false"
"","true","false","false","false","false","false","false","false","false","true","true","false","false","false","false"
"","true","false","false","false","true","false","false","false","false","true","false","false","false","false","false"
"","true","false","false","false","true","false","false","false","false","true","false","false","false","false","false"
"","true","false","false","false","false","false","false","false","false","true","true","false","false","false","false"
"","true","false","false","false","true","false","false","false","false","true","false","false","false","false","false"
"","true","false","false","false","true","false","false","false","false","true","false","false","false","false","false"
"","true","false","false","false","false","false","false","false","false","true","true","false","false","false","false"
"","true","false","false","false","true","false","false","false","false","true","false","false","false","false","false"
"","true","false","false","false","false","false","false","false","false","true","true","false","false","false","false"
"","true","false","false","false","true","false","false","false","false","true","false","false","false","false","false"
"dafe1048-fc5a-4424-9c86-0d84606e3245","false","false","false","false","true","false","false","false","false","false","false","false","false","false","false"
"","true","false","false","false","false","false","false","false","false","true","true","false","false","false","false"
"","true","false","false","false","true","false","false","false","false","true","false","false","false","false","false"
"","true","false","false","false","true","false","false","false","false","true","false","false","false","false","false"
"","true","false","false","false","false","false","false","false","false","true","true","false","false","false","false"
"","true","false","false","false","true","false","false","false","false","true","false","false","false","false","false"
"","true","false","false","false","true","false","false","false","false","true","false","false","false","false","false"
"","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false"
"","false","false","false","false","false","false","false","false","false","true","false","false","false","false","false"
"","true","false","false","false","false","false","false","false","false","true","false","false","false","false","false"
"3a5a2e3c-4c5b-480b-a20a-c76ff7a5ba1f","false","false","false","false","true","false","false","false","false","false","false","false","false","false","false"
"","true","false","false","false","false","false","false","false","false","true","true","false","false","false","false"
"","true","false","false","false","false","false","false","false","false","true","true","false","false","false","false"
"","true","false","false","false","true","false","false","false","false","true","false","false","false","false","false"
"","true","false","false","false","true","false","false","false","false","true","false","false","false","false","false"
"","true","false","false","false","true","false","false","false","false","true","false","false","false","false","false"
"","true","false","false","false","true","false","false","false","false","true","false","false","false","false","false"
"190d211c-771e-4ee5-8278-4f0b913be653","false","false","false","false","true","false","false","false","false","false","false","false","false","true","false"
"","true","false","false","false","true","false","false","false","false","true","false","false","false","false","false"
"","true","false","false","false","true","false","false","false","false","true","false","false","false","false","false"
"","true","false","false","false","true","false","false","false","false","true","false","false","false","false","false"
"","true","false","false","false","true","false","false","false","false","true","false","false","false","false","false"
"c2ba4888-30fb-4913-88c9-e6ff91a9e63f","true","false","false","false","true","false","false","false","false","true","false","false","false","false","false"
"","true","false","false","false","false","false","false","false","false","true","true","false","false","false","false"
"","true","false","false","false","true","false","false","false","false","true","false","false","false","false","false"
"","true","false","false","false","false","false","false","false","false","true","true","false","false","false","false"
"","true","false","false","false","false","false","false","false","false","true","true","false","false","false","false"
"","true","false","false","false","false","false","false","false","false","true","true","false","false","false","false"
"","true","false","false","false","true","false","false","false","false","true","false","false","false","false","false"
"","true","false","false","false","false","false","false","false","false","true","true","false","false","false","false"
"","true","false","false","false","true","false","false","false","false","true","false","false","false","false","false"
"","true","false","false","false","true","false","false","false","false","true","false","false","false","false","false"
"","true","false","false","false","true","false","false","false","false","true","false","false","false","false","false"
"","true","false","false","false","false","false","false","false","false","true","true","false","false","false","false"
"","true","false","false","false","true","false","false","false","false","true","false","false","false","false","false"
"","true","false","false","false","true","false","false","false","false","true","false","false","false","false","false"
"","true","false","false","false","true","false","false","false","false","true","false","false","false","false","false"
"","true","false","false","false","true","false","false","false","false","true","false","false","false","false","false"
"","true","false","false","false","true","false","false","false","false","true","false","false","false","false","false"
"","true","false","false","false","true","false","false","false","false","true","false","false","false","false","false"
"","true","false","false","false","true","false","false","false","false","true","false","false","false","false","false"
"","true","false","false","false","true","false","false","false","false","true","false","false","false","false","false"
"","true","false","false","false","true","false","false","false","false","true","false","false","false","false","false"
"","true","false","false","false","true","false","false","false","false","true","false","false","false","false","false"
"","true","false","false","false","true","false","false","false","false","true","false","false","false","false","false"
"f1dad4c7-bf77-4d56-a0a1-39a12a1e615b","false","false","false","false","true","false","false","false","false","false","false","false","false","false","false"
"","true","false","false","false","true","false","false","false","false","true","false","false","false","false","false"
"","true","false","false","false","true","false","false","false","false","true","false","false","false","false","false"
"3b0cffd0-b5ec-4615-8b6a-d2d9cac99a0c","true","false","false","false","true","false","false","false","false","true","false","false","false","false","false"
"","true","false","false","false","false","false","false","false","false","true","true","false","false","false","false"
"","true","false","false","false","false","false","false","false","false","true","true","false","false","false","false"
"","true","false","false","false","true","false","false","false","false","true","false","false","false","false","false"
"","true","false","false","false","true","false","false","false","false","true","false","false","false","false","false"
"","true","false","false","false","false","false","false","false","false","true","false","false","false","false","false"
"a7a73dad-ff09-4ff8-953a-3ac18150a756","false","false","true","false","true","false","false","false","false","true","false","false","false","false","false"
"18273448-8a68-46bc-93f0-4d2c1176f6ab","false","false","false","false","true","false","false","false","false","false","false","false","false","false","false"
"","true","false","false","false","true","false","false","false","false","true","false","false","false","false","false"
"","true","false","false","false","true","false","false","false","false","true","false","false","false","false","false"
"","true","false","false","false","true","false","false","false","false","true","false","false","false","false","false"
"6786eebc-6b5d-4d5e-878c-9541f98010f8","false","false","false","false","true","false","false","false","false","false","false","false","false","false","false"
"","true","false","false","false","true","false","false","false","false","true","false","false","false","false","false"
"","true","false","false","false","true","false","false","false","false","true","false","false","false","false","false"
"23b4f06d-05cc-47cf-9803-0ea843ea927f","false","false","false","false","true","false","false","false","false","false","false","false","false","false","false"
"","true","false","false","false","true","false","false","false","false","true","false","false","false","false","false"
"e72b4e4b-b794-4589-a330-2b034b67ecbd","false","false","false","false","true","false","false","false","false","false","false","false","false","false","false"
"","true","false","false","false","false","false","false","false","false","true","true","false","false","false","false"
"","true","false","false","false","true","false","false","false","false","true","false","false","false","false","false"
"","true","false","false","false","true","false","false","false","false","true","false","false","false","false","false"
"","true","false","false","false","true","false","false","false","false","true","false","false","false","false","false"
"","true","false","false","false","true","false","false","false","false","true","false","false","false","false","false"
"","true","false","false","false","true","false","false","false","false","true","false","false","false","false","false"
"","true","false","false","false","false","false","false","false","false","true","true","false","false","false","false"
"","true","false","false","false","true","false","false","false","false","true","false","false","false","false","false"
"","true","false","false","false","false","false","false","false","false","true","true","false","false","false","false"
"","true","false","false","false","false","false","false","false","false","true","true","false","false","false","false"
"","true","false","false","false","false","false","false","false","false","true","false","false","false","false","false"
"","true","false","false","false","true","false","false","false","false","true","false","false","false","false","false"
"","true","false","false","false","true","false","false","false","false","true","false","false","false","false","false"
"","true","false","false","false","false","false","false","false","false","true","false","false","false","false","false"
"","true","false","false","false","true","false","false","false","false","true","false","false","false","false","false"
"","true","false","false","false","true","false","false","false","false","true","false","false","false","false","false"
"","true","false","false","false","true","false","false","false","false","true","false","false","false","false","false"
"","true","false","false","false","true","false","false","false","false","true","false","false","false","false","false"
"","true","false","false","false","true","false","false","false","false","true","false","false","false","false","false"
"","true","false","false","false","true","false","false","false","false","true","false","false","false","false","false"
"","true","false","false","false","true","false","false","false","false","true","false","false","false","false","false"
"7e63b7d8-ca17-4a5d-99d1-d7ead957c7c3","true","false","false","false","true","false","false","false","false","true","false","false","false","false","false"
"a13127c7-64e5-4744-bd3d-96ad15e9ac63","false","false","false","false","true","false","false","false","false","false","false","false","false","false","false"
"","true","false","false","false","false","false","false","false","false","true","false","false","false","false","false"
"","true","false","false","false","true","false","false","false","false","true","false","false","false","false","false"
"","true","false","false","false","false","false","false","false","false","true","true","false","false","false","false"
"","true","false","false","false","true","false","false","false","false","true","false","false","false","false","false"
"","true","false","false","false","true","false","false","false","false","true","false","false","false","false","false"
"","true","false","false","false","false","false","false","false","false","true","true","false","false","false","false"
"61ce0b1a-1f68-4fea-9c7e-4ee8040eaeaf","true","false","false","false","true","false","false","false","false","true","false","false","false","false","false"
"","true","false","false","false","true","false","false","false","false","true","false","false","false","false","false"
"cf214cbd-9cdc-4a67-b39d-65ffd0236f2a","false","false","false","false","true","false","false","false","false","false","false","false","false","false","false"
"","true","false","false","false","true","false","false","false","false","true","false","false","false","false","false"
"","true","false","false","false","true","false","false","false","false","true","false","false","false","false","false"
"","true","false","false","false","true","false","false","false","false","true","false","false","false","false","false"
"","true","false","false","false","false","false","false","false","false","true","true","false","false","false","false"
"","true","false","false","false","true","false","false","false","false","true","false","false","false","false","false"
"002bc0d5-8f11-457a-8bbb-5c8e9564c5b8","false","false","false","false","true","false","false","false","false","false","false","false","false","false","false"
"","true","false","false","false","true","false","false","false","false","true","false","false","false","false","false"
"","true","false","false","false","true","false","false","false","false","true","false","false","false","false","false"
"","true","false","false","false","true","false","false","false","false","true","false","false","false","false","false"
"","true","false","false","false","false","false","false","false","false","true","false","false","false","false","false"
"","true","false","false","false","true","false","false","false","false","true","false","false","false","false","false"
"","true","false","false","false","false","false","false","false","false","true","true","false","false","false","false"
"","true","false","false","false","true","false","false","true","false","true","false","false","false","false","false"
"","true","false","false","false","false","false","false","false","false","true","false","false","false","false","false"
"","true","false","false","false","false","false","false","false","false","true","true","false","false","false","false"
"","true","false","false","false","true","false","false","false","false","true","false","false","false","false","false"
"","true","false","false","false","true","false","false","false","false","true","false","false","false","false","false"
"","true","false","false","false","true","false","false","false","false","true","false","false","false","false","false"
"","true","false","false","false","true","false","false","false","false","true","false","false","false","false","false"
"","true","false","false","false","false","false","false","false","false","true","false","false","false","false","false"
"","true","false","false","false","true","false","false","false","false","true","false","false","false","false","false"
"d6b3ea64-4751-4965-a384-1077684b908b","false","false","false","false","true","false","false","false","false","false","false","false","false","false","false"
"","true","false","false","false","true","false","false","false","false","true","false","false","false","false","false"
"","true","false","false","false","true","false","false","false","false","true","false","false","false","false","false"
"","true","false","false","false","false","false","false","false","false","true","false","false","false","false","false"
"","true","false","false","false","true","false","false","false","false","true","false","false","false","false","false"
"","true","false","false","false","true","false","false","false","false","true","false","false","false","false","false"
"249a2bcc-83bd-4171-a727-e02b48d52284","false","false","false","false","true","false","false","false","false","false","false","false","false","false","false"
"","true","false","false","false","true","false","false","false","false","true","false","false","false","false","false"
"","true","false","false","false","true","false","false","false","false","true","false","false","false","false","false"
"","true","false","false","false","true","false","false","false","false","true","false","false","false","false","false"
"","true","false","false","false","true","false","false","false","false","true","false","false","false","false","false"
"","true","false","false","false","true","false","false","false","false","true","false","false","false","false","false"
"","true","false","false","false","true","false","false","false","false","true","false","false","false","false","false"
"","true","false","false","false","true","false","false","false","false","true","false","false","false","false","false"
"","true","false","false","false","true","false","false","false","false","true","false","false","false","false","false"
"","true","false","false","false","false","false","false","false","false","true","true","false","false","false","false"
"0a3d658b-0094-47cb-919b-16c450c640eb","true","false","false","false","true","false","false","false","false","true","false","false","false","false","false"
"","true","false","false","false","true","false","false","false","false","true","false","false","false","false","false"
"","true","false","false","false","false","false","false","false","false","true","true","false","false","false","false"
"","true","false","false","false","true","false","false","false","false","true","false","false","false","false","false"
"","true","false","false","false","true","false","false","false","false","true","false","false","false","false","false"
"00092b54-342b-4298-bdfc-96217cde50c7","false","false","false","false","true","false","false","false","false","false","false","false","false","false","false"
"","true","false","false","false","true","false","false","false","false","true","false","false","false","false","false"
"58786db6-37ff-4667-a556-23dfd6b1e9e9","true","false","false","false","true","false","false","false","false","true","false","false","false","false","false"
"","true","false","false","false","true","false","false","false","false","true","false","false","false","false","false"
"","true","false","false","false","true","false","false","false","false","true","false","false","false","false","false"
"","true","false","false","false","true","false","false","false","false","true","false","false","false","false","false"
"","true","false","false","false","true","false","false","false","false","true","false","false","false","false","false"
"","true","false","false","false","true","false","false","false","false","true","false","false","false","false","false"
"","true","false","false","false","true","false","false","false","false","true","false","false","false","false","false"
"e285aefd-9aa9-4afe-8ea6-eac6b0f1b1ac","false","false","false","false","true","false","false","false","false","false","false","false","false","false","false"
"76920cd2-6151-48ea-9825-2bf95b6cbcf9","true","false","false","false","true","false","false","false","false","true","false","false","false","false","false"
"","true","false","false","false","true","false","false","false","false","true","false","false","false","false","false"
"","true","false","false","false","false","false","false","false","false","true","true","false","false","false","false"
"","true","false","false","false","true","false","false","false","false","true","false","false","false","false","false"
"","true","false","false","false","true","false","false","false","false","true","false","false","false","false","false"
"","true","false","false","false","true","false","false","false","false","true","false","false","false","false","false"
"","true","false","false","false","true","false","false","false","false","true","false","false","false","false","false"
"","true","false","false","false","true","false","false","false","false","true","false","false","false","false","false"
"","true","false","false","false","true","false","false","false","false","true","false","false","false","false","false"
"","true","false","false","false","true","false","false","false","false","true","false","false","false","false","false"
"","true","false","false","false","true","false","false","false","false","true","false","false","false","false","false"
"","true","false","false","false","true","false","false","false","false","true","false","false","false","false","false"
"","true","false","false","false","true","false","false","false","false","true","false","false","false","false","false"
"","true","false","false","false","true","false","false","false","false","true","false","false","false","false","false"
"","true","false","false","false","false","false","false","false","false","true","true","false","false","false","false"
"","true","false","false","false","true","false","false","false","false","true","false","false","false","false","false"
"","true","false","false","false","true","false","false","false","false","true","false","false","false","false","false"
"","true","false","false","false","false","false","false","false","false","true","true","false","false","false","false"
"","true","false","false","false","false","false","false","false","false","true","true","false","false","false","false"
"38365c55-ef85-49f1-9591-0893fe2fec4a","true","false","false","false","true","false","false","false","false","true","false","false","false","false","false"
"","true","false","false","false","true","false","false","false","false","true","false","false","false","false","false"
"","true","false","false","false","true","false","false","false","false","true","false","false","false","false","false"
"","true","false","false","false","true","false","false","false","false","true","false","false","false","false","false"
"","true","false","false","false","true","false","false","false","false","true","false","false","false","false","false"
"9e1cffa5-3fe0-4dea-981d-033198799bb2","false","false","false","false","true","false","false","false","false","false","false","false","false","true","false"
"afd4aba3-45ab-4871-af08-0a125b310d72","true","false","false","false","true","false","false","false","false","true","false","false","false","false","false"
"","true","false","false","false","true","false","false","false","false","true","false","false","false","false","false"
"","true","false","false","false","true","false","false","false","false","true","false","false","false","false","false"
"","true","false","false","false","true","false","false","false","false","true","false","false","false","false","false"
"fd743646-8a70-4a90-9534-85580f13a333","false","false","false","false","true","false","false","false","false","false","false","false","false","false","false"
"","true","false","false","false","false","false","false","false","false","true","false","false","false","false","false"
"","true","false","false","false","true","false","false","false","false","true","false","false","false","false","false"
"794879cb-f103-4acc-a255-37dbb65b4d7b","false","false","false","false","true","false","false","false","false","true","false","false","false","false","false"
"","true","false","false","false","true","false","false","false","false","true","false","false","false","false","false"
"ff5350f2-c8d8-4e69-b11d-9d8d92c920da","true","false","false","false","true","false","false","false","false","true","false","false","false","false","false"
"3f4bd746-047d-4c57-8783-a2b8744292e7","true","false","false","false","true","false","false","false","false","true","false","false","false","false","false"
"","true","false","false","false","true","false","false","false","false","true","false","false","false","false","false"
"","true","false","false","false","true","false","false","false","false","true","false","false","false","false","false"
"","true","false","false","false","true","false","false","false","false","true","false","false","false","false","false"
"","true","false","false","false","false","false","false","false","false","true","true","false","false","false","false"
"","true","false","false","false","true","false","false","false","false","true","false","false","false","false","false"
"","true","false","false","false","true","false","false","false","false","true","false","false","false","false","false"
"","true","false","false","false","true","false","false","false","false","true","false","false","false","false","false"
"","true","false","false","false","true","false","false","false","false","true","false","false","false","false","false"
"","true","false","false","false","true","false","false","false","false","true","false","false","false","false","false"
"","true","false","false","false","true","false","false","false","false","true","false","false","false","false","false"
"","true","false","false","false","true","false","false","false","false","true","false","false","false","false","false"
"","true","false","false","false","true","false","false","false","false","true","false","false","false","false","false"
"","true","false","false","false","true","false","false","false","false","true","false","false","false","false","false"
"","true","false","false","false","true","false","false","false","false","true","false","false","false","false","false"
"","true","false","false","false","true","false","false","false","false","true","false","false","false","false","false"
"","true","false","false","false","true","false","false","false","false","true","false","false","false","false","false"
"","true","false","false","false","true","false","false","false","false","true","false","false","false","false","false"
"","true","false","false","false","true","false","false","false","false","true","false","false","false","false","false"
"","true","false","false","false","true","false","false","false","false","true","false","false","false","false","false"
"","true","false","false","false","true","false","false","false","false","true","false","false","false","false","false"
"","true","false","false","false","false","false","false","false","false","true","true","false","false","false","false"
"e6cd662c-13c5-4e4d-8783-a607f7385f27","false","false","false","false","true","false","false","false","false","false","false","false","false","false","false"
"","true","false","false","false","true","false","false","false","false","true","false","false","false","false","false"
"ef33ae17-e52a-4e6b-a128-7711452ff7a8","true","false","false","false","true","false","false","false","false","true","false","false","false","false","false"
"","true","false","false","false","true","false","false","false","false","true","false","false","false","false","false"
"","true","false","false","false","true","false","false","false","false","true","false","false","false","false","false"
"a3ce2050-4314-44ca-b9b7-7827518d1999","true","false","false","false","true","false","false","false","false","true","false","false","false","false","false"
"","true","false","false","false","true","false","false","false","false","true","false","false","false","false","false"
"","true","false","false","false","true","false","false","false","false","true","false","false","false","false","false"
"","true","false","false","false","true","false","false","false","false","true","false","false","false","false","false"
"","true","false","false","false","false","false","false","false","false","true","false","false","false","false","false"
"","true","false","false","false","false","false","false","false","false","true","true","false","false","false","false"
"","true","false","false","false","true","false","false","false","false","true","false","false","false","false","false"
"","true","false","false","false","true","false","false","false","false","true","false","false","false","false","false"
"","true","false","false","false","false","false","false","false","false","true","false","false","false","false","false"
"","true","false","false","false","true","false","false","false","false","true","false","false","false","false","false"
"","true","false","false","false","true","false","false","false","false","true","false","false","false","false","false"
"","true","false","false","false","true","false","false","false","false","true","false","false","false","false","false"
"","true","false","false","false","true","false","false","false","false","true","false","false","false","false","false"
"","true","false","false","false","true","false","false","false","false","true","false","false","false","false","false"
"","true","false","false","false","true","false","false","false","false","true","false","false","false","false","false"
"","true","false","false","false","true","false","false","false","false","true","false","false","false","false","false"
"","true","false","false","false","true","false","false","false","false","true","false","false","false","false","false"
"","true","false","false","false","true","false","false","false","false","true","false","false","false","false","false"
"","true","false","false","false","false","false","false","false","false","true","true","false","false","false","false"
"","true","false","false","false","true","false","false","false","false","true","false","false","false","false","false"
"","true","false","false","false","true","false","false","false","false","true","false","false","false","false","false"
"","true","false","false","false","true","false","false","false","false","true","false","false","false","false","false"
"daeae4e3-5909-4fff-bdcd-455cfb16d8f6","true","false","false","false","true","false","false","false","false","true","false","false","false","false","false"
"0f3e1ac3-6f65-41c1-9b7f-a7364a3f8ac7","true","false","false","false","true","false","false","false","false","true","false","false","false","false","false"
"","true","false","false","false","true","false","false","false","false","true","false","false","false","false","false"
"","true","false","false","false","true","false","false","false","false","true","false","false","false","false","false"
"","true","false","false","false","true","false","false","false","false","true","false","false","false","false","false"
"8c148a5b-9a6b-4a17-ac54-0f585789fd6c","false","false","false","false","true","false","false","false","false","false","false","false","false","false","false"
"","true","false","false","false","true","false","false","false","false","true","false","false","false","false","false"
"0b8aad2e-fa33-4ae3-9514-5a3e3474d515","true","false","false","false","true","false","false","false","false","true","false","false","false","false","false"
"","true","false","false","false","true","false","false","false","false","true","false","false","false","false","false"
"","true","false","false","false","true","false","false","false","false","true","false","false","false","false","false"
"4c58e80f-e7a2-4662-a4f8-500bffec5ff7","false","false","false","false","true","false","false","false","false","false","false","false","false","false","false"
"dc52fae5-4dc0-4f64-9ef8-dbf23e6e64fb","true","false","false","false","true","false","false","false","false","true","false","false","false","false","false"
"","true","false","false","false","true","false","false","false","false","true","false","false","false","false","false"
"","true","false","false","false","false","false","false","false","false","true","true","false","false","false","false"
"1395af67-c83f-4607-825d-939db17ce48b","true","false","false","false","true","false","false","false","false","true","false","false","false","false","false"
"","true","false","false","false","false","false","false","false","false","true","true","false","false","false","false"
"","true","false","false","false","true","false","false","false","false","true","false","false","false","false","false"
"","true","false","false","false","true","false","false","false","false","true","false","false","false","false","false"
"","true","false","false","false","false","false","false","false","false","false","true","false","false","false","false"
"","true","false","false","false","false","false","false","false","false","true","true","false","false","false","false"
"","true","false","false","false","false","false","false","false","false","true","true","false","false","false","false"
"04193f74-112e-45ce-be3f-662ba7b16afb","false","false","false","false","true","false","false","false","false","false","false","false","false","false","false"
"","true","false","false","false","true","false","false","false","false","true","false","false","false","false","false"
"","true","false","false","false","false","false","false","false","false","true","true","false","false","false","false"
"1918f1f4-fae9-486b-b524-a39c49f04c70","false","false","false","false","true","false","false","false","false","false","false","false","false","false","false"
"","true","false","false","false","false","false","false","false","false","true","true","false","false","false","false"
"1b339f1a-d1bb-43ad-8805-1be69e4a341b","false","false","false","false","true","false","false","false","false","true","false","false","false","false","false"
"","true","false","false","false","false","false","false","false","false","true","false","false","false","false","false"
"","true","false","false","false","false","false","false","false","false","true","true","false","false","false","false"
"","true","false","false","false","false","false","false","false","false","true","true","false","false","false","false"
"","true","false","false","false","false","false","false","false","false","true","true","false","false","false","false"
"","true","false","false","false","false","false","false","false","false","true","true","false","false","false","false"
"2c2807cc-7e9a-473c-8afe-0484e1fe1339","false","false","false","false","true","false","false","false","false","false","false","false","false","false","false"
"","true","false","false","false","false","false","false","false","false","true","false","false","false","false","false"
"","true","false","false","false","false","false","false","false","false","true","false","false","false","false","false"
"","true","false","false","false","false","false","false","false","false","true","true","false","false","false","false"
"bd3eee04-f3c0-4373-a03f-c8b5d3522f50","false","false","false","false","true","false","false","false","false","false","false","false","false","false","false"
"","true","false","false","false","false","false","false","false","false","false","true","false","false","false","false"
"65fce0d1-0a47-42ef-beb1-8760fd454a37","false","false","false","false","true","false","false","false","false","false","false","false","false","true","false"
"","true","false","false","false","false","false","false","false","false","false","true","false","false","false","false"
"","true","false","false","false","false","false","false","false","false","false","true","false","false","false","false"
"","true","false","false","false","false","false","false","false","false","true","true","false","false","false","false"
"","true","false","false","false","true","false","false","false","false","true","false","false","false","false","false"
"","true","false","false","false","false","false","false","false","false","true","true","false","false","false","false"
"","true","false","false","false","false","false","false","false","false","true","false","false","false","false","false"
"","true","false","false","false","false","false","false","false","false","true","true","false","false","false","false"
"03035b26-4be9-43bf-8e02-d44cb508c267","false","false","false","false","true","false","false","false","false","false","false","false","false","true","false"
"","true","false","false","false","false","false","false","false","false","true","false","false","false","false","false"
"4f25304f-4cac-4ef8-b7d8-d01f079b92cb","false","false","false","false","true","false","false","false","false","false","false","false","false","true","false"
"","true","false","false","false","false","false","false","false","false","false","true","false","false","false","false"
"1c36dec8-a046-47a4-bd2f-bb132ffd7273","false","false","false","false","true","false","false","false","false","false","false","false","false","false","false"
"","true","false","false","false","false","false","false","false","false","true","true","false","false","false","false"
"ac3dde8b-87a6-4c36-a06e-aa979dd92a67","false","false","false","false","true","false","false","false","false","false","false","false","false","false","false"
"","true","true","false","false","false","true","false","false","false","true","false","true","true","false","false"
"","false","false","false","false","true","false","false","false","false","false","false","true","false","false","false"
"","false","false","false","false","true","false","false","false","false","false","false","true","false","false","false"
"","true","true","false","false","false","true","false","false","false","true","false","true","true","false","false"
"","false","false","false","false","true","false","false","false","false","false","false","true","false","false","false"
"","true","true","false","false","false","true","false","false","false","true","false","true","true","false","false"
"","false","false","false","false","true","false","false","false","false","true","false","true","false","false","false"
"","true","false","false","false","false","false","false","false","false","true","false","true","true","false","false"
"","true","true","false","false","false","true","false","false","false","true","false","true","true","false","false"
"","true","true","false","false","false","true","false","false","false","true","false","true","true","false","false"
"","true","false","false","false","false","false","false","false","false","true","false","true","true","false","false"
"","true","true","false","false","false","true","false","false","false","true","false","true","true","false","false"
"","true","false","false","false","false","false","false","false","false","true","false","true","true","false","false"
"","true","false","false","false","false","false","false","false","false","true","false","true","true","false","false"
"","false","false","false","false","true","false","false","false","false","false","false","true","true","false","false"
"","false","false","false","false","true","false","false","false","false","true","false","true","false","false","false"
"","true","true","false","false","false","true","false","false","false","true","false","true","true","false","false"
"","false","false","false","false","true","false","false","false","false","true","false","true","true","false","false"
"","true","true","false","false","false","true","false","false","false","true","false","true","true","false","false"
"","true","false","true","false","false","false","true","false","false","false","false","true","true","false","false"
"","false","false","false","false","true","false","false","false","false","false","false","true","false","false","false"
"","false","false","false","false","true","false","false","false","false","true","false","true","false","false","false"
"","false","false","false","false","true","false","false","false","false","false","false","true","false","false","false"
"","false","false","false","false","true","false","false","false","false","true","false","true","false","false","false"
"","true","false","false","false","false","false","false","false","false","true","false","true","true","false","false"
"","true","true","false","false","false","true","false","false","false","true","false","true","true","false","false"
"","true","false","false","false","false","false","false","false","false","true","false","true","true","false","false"
"","true","false","false","false","false","false","false","false","false","true","false","true","true","false","false"
"","false","false","false","false","true","false","false","false","false","false","false","true","false","false","false"
"","true","true","false","false","false","true","false","false","false","true","false","true","true","false","false"
"","true","false","false","false","true","false","false","false","false","true","false","true","true","false","false"
"","true","true","false","false","false","true","false","false","false","true","false","true","true","false","false"
"","true","true","false","false","false","true","false","false","false","true","false","true","true","false","false"
"","true","false","false","false","false","false","false","false","false","true","false","true","true","false","false"
"","false","false","false","false","true","false","false","false","false","false","false","true","false","false","false"
"","false","false","false","false","true","false","false","false","false","true","false","true","false","false","false"
"","false","false","false","false","true","false","false","false","false","true","false","true","false","false","false"
"","false","false","false","false","true","false","false","false","false","true","false","true","true","false","false"
"","false","false","false","false","false","false","false","false","false","false","false","true","false","false","false"
"","true","true","false","false","false","true","false","false","false","true","false","true","true","false","false"
"","false","false","false","false","false","false","false","false","false","true","false","true","true","false","false"
"","false","false","false","false","false","false","false","false","false","false","false","true","true","false","false"
"","true","false","false","false","false","false","false","false","false","true","false","true","true","false","false"
"","false","false","false","false","true","false","false","false","false","true","false","true","false","false","false"
"","false","false","false","false","true","false","false","false","false","true","false","true","false","false","false"
"","false","false","false","false","true","false","false","false","false","false","false","true","false","false","false"
"","true","true","false","false","false","true","false","false","false","true","false","true","true","false","false"
"","false","false","false","false","true","false","false","false","false","true","false","true","false","false","false"
"","true","true","false","false","false","true","false","false","false","true","false","true","true","false","false"
"","true","true","false","false","false","true","false","false","false","true","false","true","true","false","false"
"","false","false","false","false","true","false","false","false","false","false","false","true","false","false","false"
"","true","true","false","false","false","true","false","false","false","true","false","true","true","false","false"
"","true","true","false","false","false","true","false","false","false","true","false","true","true","false","false"
"","false","false","false","false","true","false","false","false","false","false","false","true","false","false","false"
"","true","false","false","false","false","false","false","false","false","true","false","true","true","false","false"
